ID;Archivo;Fecha;Hora;Velocidad
200918969971;E:/data/vid/20090708/10069971.avi;2009-07-08;05:03:40;69
200823969970;E:/data/vid/20080826/10069970.avi;2008-08-26;07:30:30;113
200806969969;E:/data/vid/20080309/10069969.avi;2008-03-09;02:59:23;97
200809569968;E:/data/vid/20080404/10069968.avi;2008-04-04;05:06:10;62
200913469967;E:/data/vid/20090514/10069967.avi;2009-05-14;15:54:17;117
200906769966;E:/data/vid/20090308/10069966.avi;2009-03-08;21:44:37;98
200821769965;E:/data/vid/20080804/10069965.avi;2008-08-04;18:50:26;118
201735769964;E:/data/vid/20171223/10069964.avi;2017-12-23;09:49:51;119
200927869963;E:/data/vid/20091005/10069963.avi;2009-10-05;15:30:40;60
200933469962;E:/data/vid/20091130/10069962.avi;2009-11-30;15:25:08;100
200825769961;E:/data/vid/20080913/10069961.avi;2008-09-13;17:57:52;116
200806169960;E:/data/vid/20080301/10069960.avi;2008-03-01;18:29:52;114
200932769959;E:/data/vid/20091123/10069959.avi;2009-11-23;05:18:43;118
200909469958;E:/data/vid/20090404/10069958.avi;2009-04-04;04:05:42;71
201726169957;E:/data/vid/20170918/10069957.avi;2017-09-18;01:32:17;114
200832969956;E:/data/vid/20081124/10069956.avi;2008-11-24;01:54:11;118
200919969955;E:/data/vid/20090718/10069955.avi;2009-07-18;04:35:46;97
200805069954;E:/data/vid/20080219/10069954.avi;2008-02-19;02:14:04;112
200908669953;E:/data/vid/20090327/10069953.avi;2009-03-27;13:57:14;117
200835269952;E:/data/vid/20081217/10069952.avi;2008-12-17;23:07:57;122
201718769951;E:/data/vid/20170706/10069951.avi;2017-07-06;04:15:15;119
200922169950;E:/data/vid/20090809/10069950.avi;2009-08-09;23:56:03;126
200828969949;E:/data/vid/20081015/10069949.avi;2008-10-15;16:04:45;108
200802569948;E:/data/vid/20080125/10069948.avi;2008-01-25;20:50:10;64
200812069947;E:/data/vid/20080429/10069947.avi;2008-04-29;09:31:09;67
200818869946;E:/data/vid/20080706/10069946.avi;2008-07-06;02:53:29;111
200808369945;E:/data/vid/20080323/10069945.avi;2008-03-23;04:38:51;132
201735869944;E:/data/vid/20171224/10069944.avi;2017-12-24;13:42:34;101
201800169943;E:/data/vid/20180101/10069943.avi;2018-01-01;08:09:54;62
200814269942;E:/data/vid/20080521/10069942.avi;2008-05-21;15:37:45;119
200816669941;E:/data/vid/20080614/10069941.avi;2008-06-14;16:37:52;99
200907269940;E:/data/vid/20090313/10069940.avi;2009-03-13;16:42:02;69
201715169939;E:/data/vid/20170531/10069939.avi;2017-05-31;17:17:34;116
200910669938;E:/data/vid/20090416/10069938.avi;2009-04-16;11:10:30;119
200821069937;E:/data/vid/20080728/10069937.avi;2008-07-28;19:48:01;96
200917169936;E:/data/vid/20090620/10069936.avi;2009-06-20;19:08:38;116
201732469935;E:/data/vid/20171120/10069935.avi;2017-11-20;21:48:41;71
200825269934;E:/data/vid/20080908/10069934.avi;2008-09-08;07:13:44;96
200919569933;E:/data/vid/20090714/10069933.avi;2009-07-14;00:22:53;102
201718969932;E:/data/vid/20170708/10069932.avi;2017-07-08;20:13:02;99
200926069931;E:/data/vid/20090917/10069931.avi;2009-09-17;20:54:48;113
200807569930;E:/data/vid/20080315/10069930.avi;2008-03-15;15:53:38;128
200902469929;E:/data/vid/20090124/10069929.avi;2009-01-24;10:50:36;95
200928769928;E:/data/vid/20091014/10069928.avi;2009-10-14;10:18:15;100
201719269927;E:/data/vid/20170711/10069927.avi;2017-07-11;22:13:05;111
201001669926;E:/data/vid/20100116/10069926.avi;2010-01-16;15:17:52;97
201317169925;E:/data/vid/20130620/10069925.avi;2013-06-20;03:21:54;86
201228269924;E:/data/vid/20121008/10069924.avi;2012-10-08;15:06:37;120
201222169923;E:/data/vid/20120808/10069923.avi;2012-08-08;11:48:31;84
201233869922;E:/data/vid/20121203/10069922.avi;2012-12-03;04:31:45;65
201322469921;E:/data/vid/20130812/10069921.avi;2013-08-12;12:51:48;112
201127869920;E:/data/vid/20111005/10069920.avi;2011-10-05;08:39:26;120
201313369919;E:/data/vid/20130513/10069919.avi;2013-05-13;20:48:05;110
201117069918;E:/data/vid/20110619/10069918.avi;2011-06-19;22:06:10;114
201234869917;E:/data/vid/20121213/10069917.avi;2012-12-13;15:16:09;128
201311869916;E:/data/vid/20130428/10069916.avi;2013-04-28;11:04:59;99
201015369915;E:/data/vid/20100602/10069915.avi;2010-06-02;08:03:54;63
201119869914;E:/data/vid/20110717/10069914.avi;2011-07-17;17:20:53;68
200914169913;E:/data/vid/20090521/10069913.avi;2009-05-21;15:07:48;118
201035369912;E:/data/vid/20101219/10069912.avi;2010-12-19;21:43:24;83
201021669911;E:/data/vid/20100804/10069911.avi;2010-08-04;23:59:42;110
201022369910;E:/data/vid/20100811/10069910.avi;2010-08-11;22:44:47;115
200923069909;E:/data/vid/20090818/10069909.avi;2009-08-18;06:10:18;93
201023469908;E:/data/vid/20100822/10069908.avi;2010-08-22;05:40:22;69
200932369907;E:/data/vid/20091119/10069907.avi;2009-11-19;06:01:45;117
200927169906;E:/data/vid/20090928/10069906.avi;2009-09-28;01:18:47;97
200929969905;E:/data/vid/20091026/10069905.avi;2009-10-26;09:45:11;112
201005769904;E:/data/vid/20100226/10069904.avi;2010-02-26;08:46:54;107
201104769903;E:/data/vid/20110216/10069903.avi;2011-02-16;16:05:45;91
201130469902;E:/data/vid/20111031/10069902.avi;2011-10-31;13:20:42;112
201118069901;E:/data/vid/20110629/10069901.avi;2011-06-29;04:08:26;116
201026369900;E:/data/vid/20100920/10069900.avi;2010-09-20;16:35:15;119
201012269899;E:/data/vid/20100502/10069899.avi;2010-05-02;12:43:33;127
201036269898;E:/data/vid/20101228/10069898.avi;2010-12-28;21:39:21;115
201101869897;E:/data/vid/20110118/10069897.avi;2011-01-18;13:19:21;102
201019569896;E:/data/vid/20100714/10069896.avi;2010-07-14;10:42:39;117
201000769895;E:/data/vid/20100107/10069895.avi;2010-01-07;11:33:10;111
200915269894;E:/data/vid/20090601/10069894.avi;2009-06-01;08:59:41;91
201123669893;E:/data/vid/20110824/10069893.avi;2011-08-24;07:54:02;114
201036069892;E:/data/vid/20101226/10069892.avi;2010-12-26;07:35:02;110
201003069891;E:/data/vid/20100130/10069891.avi;2010-01-30;10:46:22;110
200918369890;E:/data/vid/20090702/10069890.avi;2009-07-02;18:30:41;115
201203269889;E:/data/vid/20120201/10069889.avi;2012-02-01;16:30:20;120
201109469888;E:/data/vid/20110404/10069888.avi;2011-04-04;18:27:11;117
200929169887;E:/data/vid/20091018/10069887.avi;2009-10-18;19:31:52;70
200817669886;E:/data/vid/20080624/10069886.avi;2008-06-24;03:57:58;115
200911869885;E:/data/vid/20090428/10069885.avi;2009-04-28;18:22:59;114
200819969884;E:/data/vid/20080717/10069884.avi;2008-07-17;17:24:59;111
201001869883;E:/data/vid/20100118/10069883.avi;2010-01-18;00:02:57;113
201719869882;E:/data/vid/20170717/10069882.avi;2017-07-17;03:28:39;114
200805869881;E:/data/vid/20080227/10069881.avi;2008-02-27;11:52:20;58
200825769880;E:/data/vid/20080913/10069880.avi;2008-09-13;14:25:57;111
200903569879;E:/data/vid/20090204/10069879.avi;2009-02-04;17:27:32;120
201716669878;E:/data/vid/20170615/10069878.avi;2017-06-15;14:21:40;112
201723469877;E:/data/vid/20170822/10069877.avi;2017-08-22;05:53:59;119
200831969876;E:/data/vid/20081114/10069876.avi;2008-11-14;13:26:25;119
200935669875;E:/data/vid/20091222/10069875.avi;2009-12-22;21:47:38;120
201000569874;E:/data/vid/20100105/10069874.avi;2010-01-05;08:36:52;118
201726469873;E:/data/vid/20170921/10069873.avi;2017-09-21;19:15:11;107
200912869872;E:/data/vid/20090508/10069872.avi;2009-05-08;07:28:19;140
200922569871;E:/data/vid/20090813/10069871.avi;2009-08-13;21:09:10;119
200928469870;E:/data/vid/20091011/10069870.avi;2009-10-11;05:37:45;98
200917269869;E:/data/vid/20090621/10069869.avi;2009-06-21;13:12:49;126
200901369868;E:/data/vid/20090113/10069868.avi;2009-01-13;06:06:35;67
200906469867;E:/data/vid/20090305/10069867.avi;2009-03-05;02:20:00;115
201324669866;E:/data/vid/20130903/10069866.avi;2013-09-03;02:21:15;69
201332569865;E:/data/vid/20131121/10069865.avi;2013-11-21;21:22:27;86
201403769864;E:/data/vid/20140206/10069864.avi;2014-02-06;13:57:06;91
201228969863;E:/data/vid/20121015/10069863.avi;2012-10-15;11:36:12;92
201204969862;E:/data/vid/20120218/10069862.avi;2012-02-18;23:42:11;104
201326269861;E:/data/vid/20130919/10069861.avi;2013-09-19;21:17:28;91
201304869860;E:/data/vid/20130217/10069860.avi;2013-02-17;09:57:35;95
201127969859;E:/data/vid/20111006/10069859.avi;2011-10-06;22:22:33;85
201220969858;E:/data/vid/20120727/10069858.avi;2012-07-27;00:44:32;85
201333669857;E:/data/vid/20131202/10069857.avi;2013-12-02;13:55:42;99
201129369856;E:/data/vid/20111020/10069856.avi;2011-10-20;22:21:14;82
201213369855;E:/data/vid/20120512/10069855.avi;2012-05-12;08:33:51;79
201332569854;E:/data/vid/20131121/10069854.avi;2013-11-21;02:51:28;117
201326369853;E:/data/vid/20130920/10069853.avi;2013-09-20;13:54:55;117
201233969852;E:/data/vid/20121204/10069852.avi;2012-12-04;04:14:02;98
201227069851;E:/data/vid/20120926/10069851.avi;2012-09-26;20:37:38;72
201217269850;E:/data/vid/20120620/10069850.avi;2012-06-20;11:55:21;113
201210069849;E:/data/vid/20120409/10069849.avi;2012-04-09;21:24:07;108
201121269848;E:/data/vid/20110731/10069848.avi;2011-07-31;19:03:28;100
201121269847;E:/data/vid/20110731/10069847.avi;2011-07-31;19:03:36;99
201328569846;E:/data/vid/20131012/10069846.avi;2013-10-12;23:42:09;98
201302369845;E:/data/vid/20130123/10069845.avi;2013-01-23;00:56:32;93
201227769844;E:/data/vid/20121003/10069844.avi;2012-10-03;13:03:52;93
201300769843;E:/data/vid/20130107/10069843.avi;2013-01-07;18:45:35;77
201224469842;E:/data/vid/20120831/10069842.avi;2012-08-31;09:30:21;103
201231269841;E:/data/vid/20121107/10069841.avi;2012-11-07;04:20:12;117
201116769840;E:/data/vid/20110616/10069840.avi;2011-06-16;03:54:04;112
201307469839;E:/data/vid/20130315/10069839.avi;2013-03-15;03:42:55;91
201305669838;E:/data/vid/20130225/10069838.avi;2013-02-25;18:44:19;116
201328769837;E:/data/vid/20131014/10069837.avi;2013-10-14;03:37:57;97
201126969836;E:/data/vid/20110926/10069836.avi;2011-09-26;04:27:08;110
201315069835;E:/data/vid/20130530/10069835.avi;2013-05-30;01:46:26;83
201331269834;E:/data/vid/20131108/10069834.avi;2013-11-08;05:58:48;101
201318269833;E:/data/vid/20130701/10069833.avi;2013-07-01;02:41:46;116
200928869832;E:/data/vid/20091015/10069832.avi;2009-10-15;12:08:58;69
201010669831;E:/data/vid/20100416/10069831.avi;2010-04-16;20:39:42;112
201130069830;E:/data/vid/20111027/10069830.avi;2011-10-27;17:19:18;75
201126669829;E:/data/vid/20110923/10069829.avi;2011-09-23;00:32:16;115
201013969828;E:/data/vid/20100519/10069828.avi;2010-05-19;12:47:43;113
200914369827;E:/data/vid/20090523/10069827.avi;2009-05-23;02:46:17;119
201107369826;E:/data/vid/20110314/10069826.avi;2011-03-14;20:40:24;133
201117969825;E:/data/vid/20110628/10069825.avi;2011-06-28;07:48:14;92
200930569824;E:/data/vid/20091101/10069824.avi;2009-11-01;02:09:58;90
201105269823;E:/data/vid/20110221/10069823.avi;2011-02-21;18:37:07;116
201113869822;E:/data/vid/20110518/10069822.avi;2011-05-18;13:16:12;114
201024769821;E:/data/vid/20100904/10069821.avi;2010-09-04;18:49:37;116
201201169820;E:/data/vid/20120111/10069820.avi;2012-01-11;11:06:47;118
201013569819;E:/data/vid/20100515/10069819.avi;2010-05-15;15:10:12;113
201124969818;E:/data/vid/20110906/10069818.avi;2011-09-06;14:01:23;120
201201569817;E:/data/vid/20120115/10069817.avi;2012-01-15;15:51:29;118
201016469816;E:/data/vid/20100613/10069816.avi;2010-06-13;12:10:26;110
201110069815;E:/data/vid/20110410/10069815.avi;2011-04-10;22:31:53;119
200928069814;E:/data/vid/20091007/10069814.avi;2009-10-07;18:35:26;120
200921569813;E:/data/vid/20090803/10069813.avi;2009-08-03;22:10:02;113
201134769812;E:/data/vid/20111213/10069812.avi;2011-12-13;03:43:17;115
201006869811;E:/data/vid/20100309/10069811.avi;2010-03-09;15:36:22;159
201111469810;E:/data/vid/20110424/10069810.avi;2011-04-24;21:35:22;127
201030669809;E:/data/vid/20101102/10069809.avi;2010-11-02;11:54:10;114
201200569808;E:/data/vid/20120105/10069808.avi;2012-01-05;12:32:15;95
201122269807;E:/data/vid/20110810/10069807.avi;2011-08-10;13:16:52;112
200919169806;E:/data/vid/20090710/10069806.avi;2009-07-10;08:35:29;110
201125269805;E:/data/vid/20110909/10069805.avi;2011-09-09;12:43:16;114
201330869804;E:/data/vid/20131104/10069804.avi;2013-11-04;00:12:02;114
201316369803;E:/data/vid/20130612/10069803.avi;2013-06-12;19:34:45;127
201320469802;E:/data/vid/20130723/10069802.avi;2013-07-23;05:10:55;116
201202369801;E:/data/vid/20120123/10069801.avi;2012-01-23;10:30:20;103
201219069800;E:/data/vid/20120708/10069800.avi;2012-07-08;13:58:33;116
201225669799;E:/data/vid/20120912/10069799.avi;2012-09-12;10:09:15;97
201313269798;E:/data/vid/20130512/10069798.avi;2013-05-12;19:26:19;117
201113969797;E:/data/vid/20110519/10069797.avi;2011-05-19;08:37:44;105
201305869796;E:/data/vid/20130227/10069796.avi;2013-02-27;18:18:41;114
201331769795;E:/data/vid/20131113/10069795.avi;2013-11-13;04:12:10;118
201315969794;E:/data/vid/20130608/10069794.avi;2013-06-08;01:43:40;111
201329069793;E:/data/vid/20131017/10069793.avi;2013-10-17;16:02:07;135
201302769792;E:/data/vid/20130127/10069792.avi;2013-01-27;13:11:24;119
201301969791;E:/data/vid/20130119/10069791.avi;2013-01-19;21:14:07;113
201201069790;E:/data/vid/20120110/10069790.avi;2012-01-10;06:54:41;92
201315469789;E:/data/vid/20130603/10069789.avi;2013-06-03;06:54:54;114
201209069788;E:/data/vid/20120330/10069788.avi;2012-03-30;02:25:05;67
201309869787;E:/data/vid/20130408/10069787.avi;2013-04-08;09:43:18;104
201123769786;E:/data/vid/20110825/10069786.avi;2011-08-25;18:11:25;108
201123769785;E:/data/vid/20110825/10069785.avi;2011-08-25;18:45:48;63
201327669784;E:/data/vid/20131003/10069784.avi;2013-10-03;18:36:57;113
201332769783;E:/data/vid/20131123/10069783.avi;2013-11-23;12:43:17;110
201127669782;E:/data/vid/20111003/10069782.avi;2011-10-03;10:12:51;120
201331569781;E:/data/vid/20131111/10069781.avi;2013-11-11;06:45:50;116
201312269780;E:/data/vid/20130502/10069780.avi;2013-05-02;06:21:50;92
201205269779;E:/data/vid/20120221/10069779.avi;2012-02-21;16:33:42;96
201217669778;E:/data/vid/20120624/10069778.avi;2012-06-24;09:41:10;65
201301869777;E:/data/vid/20130118/10069777.avi;2013-01-18;07:44:36;102
201235269776;E:/data/vid/20121217/10069776.avi;2012-12-17;09:28:38;115
201322669775;E:/data/vid/20130814/10069775.avi;2013-08-14;05:35:01;165
201229469774;E:/data/vid/20121020/10069774.avi;2012-10-20;15:18:18;132
201126769773;E:/data/vid/20110924/10069773.avi;2011-09-24;21:16:01;115
201204269772;E:/data/vid/20120211/10069772.avi;2012-02-11;21:35:39;113
201329569771;E:/data/vid/20131022/10069771.avi;2013-10-22;08:14:39;115
201233469770;E:/data/vid/20121129/10069770.avi;2012-11-29;05:47:05;116
201126469769;E:/data/vid/20110921/10069769.avi;2011-09-21;12:35:41;118
201208369768;E:/data/vid/20120323/10069768.avi;2012-03-23;09:34:03;118
201225669767;E:/data/vid/20120912/10069767.avi;2012-09-12;02:41:41;120
201213269766;E:/data/vid/20120511/10069766.avi;2012-05-11;11:18:06;102
201331269765;E:/data/vid/20131108/10069765.avi;2013-11-08;15:17:38;120
201231969764;E:/data/vid/20121114/10069764.avi;2012-11-14;16:26:43;117
201113969763;E:/data/vid/20110519/10069763.avi;2011-05-19;05:14:20;95
201336069762;E:/data/vid/20131226/10069762.avi;2013-12-26;00:44:50;98
201228169761;E:/data/vid/20121007/10069761.avi;2012-10-07;02:21:01;96
201204369760;E:/data/vid/20120212/10069760.avi;2012-02-12;10:44:07;120
201312469759;E:/data/vid/20130504/10069759.avi;2013-05-04;11:13:36;72
201123569758;E:/data/vid/20110823/10069758.avi;2011-08-23;11:55:35;114
201127969757;E:/data/vid/20111006/10069757.avi;2011-10-06;14:45:30;52
201127969756;E:/data/vid/20111006/10069756.avi;2011-10-06;15:03:43;68
201327569755;E:/data/vid/20131002/10069755.avi;2013-10-02;02:51:54;116
201124369754;E:/data/vid/20110831/10069754.avi;2011-08-31;13:03:57;117
201125169753;E:/data/vid/20110908/10069753.avi;2011-09-08;09:35:09;119
201125169752;E:/data/vid/20110908/10069752.avi;2011-09-08;11:40:53;114
201300869751;E:/data/vid/20130108/10069751.avi;2013-01-08;23:12:36;117
201335269750;E:/data/vid/20131218/10069750.avi;2013-12-18;13:43:32;112
201128269749;E:/data/vid/20111009/10069749.avi;2011-10-09;21:13:06;131
201331269748;E:/data/vid/20131108/10069748.avi;2013-11-08;06:55:55;113
201333669747;E:/data/vid/20131202/10069747.avi;2013-12-02;18:51:37;114
201134369746;E:/data/vid/20111209/10069746.avi;2011-12-09;01:20:17;116
201209369745;E:/data/vid/20120402/10069745.avi;2012-04-02;19:32:04;77
201134869744;E:/data/vid/20111214/10069744.avi;2011-12-14;16:34:02;117
200924169743;E:/data/vid/20090829/10069743.avi;2009-08-29;07:51:46;118
201033169742;E:/data/vid/20101127/10069742.avi;2010-11-27;19:00:05;116
201115569741;E:/data/vid/20110604/10069741.avi;2011-06-04;13:37:04;118
200916569740;E:/data/vid/20090614/10069740.avi;2009-06-14;10:27:49;114
201121569739;E:/data/vid/20110803/10069739.avi;2011-08-03;16:11:15;113
200929869738;E:/data/vid/20091025/10069738.avi;2009-10-25;17:03:27;112
201132569737;E:/data/vid/20111121/10069737.avi;2011-11-21;00:47:45;120
201030169736;E:/data/vid/20101028/10069736.avi;2010-10-28;22:27:18;105
200913769735;E:/data/vid/20090517/10069735.avi;2009-05-17;01:13:46;114
201107869734;E:/data/vid/20110319/10069734.avi;2011-03-19;04:29:01;63
201035369733;E:/data/vid/20101219/10069733.avi;2010-12-19;11:45:16;119
201008569732;E:/data/vid/20100326/10069732.avi;2010-03-26;16:31:42;117
201127669731;E:/data/vid/20111003/10069731.avi;2011-10-03;23:32:11;117
201014869730;E:/data/vid/20100528/10069730.avi;2010-05-28;03:00:05;58
201117369729;E:/data/vid/20110622/10069729.avi;2011-06-22;07:29:43;113
200918269728;E:/data/vid/20090701/10069728.avi;2009-07-01;03:15:23;116
200928969727;E:/data/vid/20091016/10069727.avi;2009-10-16;02:23:29;114
201004569726;E:/data/vid/20100214/10069726.avi;2010-02-14;02:05:51;60
201011769725;E:/data/vid/20100427/10069725.avi;2010-04-27;15:57:40;117
201122669724;E:/data/vid/20110814/10069724.avi;2011-08-14;18:27:45;98
201101369723;E:/data/vid/20110113/10069723.avi;2011-01-13;19:34:29;127
201201269722;E:/data/vid/20120112/10069722.avi;2012-01-12;21:17:20;112
201126069721;E:/data/vid/20110917/10069721.avi;2011-09-17;13:31:50;119
201019769720;E:/data/vid/20100716/10069720.avi;2010-07-16;13:06:26;131
201309669719;E:/data/vid/20130406/10069719.avi;2013-04-06;17:03:35;112
201320369718;E:/data/vid/20130722/10069718.avi;2013-07-22;07:20:22;110
201303769717;E:/data/vid/20130206/10069717.avi;2013-02-06;18:16:58;112
201333269716;E:/data/vid/20131128/10069716.avi;2013-11-28;02:17:09;97
201223769715;E:/data/vid/20120824/10069715.avi;2012-08-24;20:15:23;112
201304369714;E:/data/vid/20130212/10069714.avi;2013-02-12;12:38:01;42
201121069713;E:/data/vid/20110729/10069713.avi;2011-07-29;07:20:39;119
201209769712;E:/data/vid/20120406/10069712.avi;2012-04-06;12:19:21;112
201213169711;E:/data/vid/20120510/10069711.avi;2012-05-10;15:05:20;64
201114569710;E:/data/vid/20110525/10069710.avi;2011-05-25;08:53:38;86
201310869709;E:/data/vid/20130418/10069709.avi;2013-04-18;22:09:28;114
201234369708;E:/data/vid/20121208/10069708.avi;2012-12-08;03:53:55;113
201311369707;E:/data/vid/20130423/10069707.avi;2013-04-23;00:51:12;81
201200769706;E:/data/vid/20120107/10069706.avi;2012-01-07;01:46:39;110
201313369705;E:/data/vid/20130513/10069705.avi;2013-05-13;21:55:57;118
201326069704;E:/data/vid/20130917/10069704.avi;2013-09-17;04:23:10;95
201307069703;E:/data/vid/20130311/10069703.avi;2013-03-11;16:02:19;100
201311469702;E:/data/vid/20130424/10069702.avi;2013-04-24;04:03:02;118
201310969701;E:/data/vid/20130419/10069701.avi;2013-04-19;19:47:06;120
201313069700;E:/data/vid/20130510/10069700.avi;2013-05-10;08:45:34;115
201119669699;E:/data/vid/20110715/10069699.avi;2011-07-15;19:54:28;104
201231369698;E:/data/vid/20121108/10069698.avi;2012-11-08;06:02:55;54
201229069697;E:/data/vid/20121016/10069697.avi;2012-10-16;05:29:31;164
201212269696;E:/data/vid/20120501/10069696.avi;2012-05-01;07:44:58;117
201212269695;E:/data/vid/20120501/10069695.avi;2012-05-01;09:40:07;115
201123469694;E:/data/vid/20110822/10069694.avi;2011-08-22;19:16:23;111
201217069693;E:/data/vid/20120618/10069693.avi;2012-06-18;13:31:42;99
201227069692;E:/data/vid/20120926/10069692.avi;2012-09-26;01:33:09;120
201200269691;E:/data/vid/20120102/10069691.avi;2012-01-02;18:08:51;113
201132569690;E:/data/vid/20111121/10069690.avi;2011-11-21;06:01:45;117
201215169689;E:/data/vid/20120530/10069689.avi;2012-05-30;00:37:50;115
201401169688;E:/data/vid/20140111/10069688.avi;2014-01-11;12:19:33;153
201236369687;E:/data/vid/20121228/10069687.avi;2012-12-28;23:33:02;111
201201969686;E:/data/vid/20120119/10069686.avi;2012-01-19;15:20:46;119
201128269685;E:/data/vid/20111009/10069685.avi;2011-10-09;16:18:30;145
201207569684;E:/data/vid/20120315/10069684.avi;2012-03-15;10:29:11;114
201123069683;E:/data/vid/20110818/10069683.avi;2011-08-18;06:58:40;117
201221469682;E:/data/vid/20120801/10069682.avi;2012-08-01;11:37:26;109
201323969681;E:/data/vid/20130827/10069681.avi;2013-08-27;19:55:32;110
201206569680;E:/data/vid/20120305/10069680.avi;2012-03-05;18:05:44;94
201221869679;E:/data/vid/20120805/10069679.avi;2012-08-05;05:27:23;116
201215069678;E:/data/vid/20120529/10069678.avi;2012-05-29;06:41:25;91
201213569677;E:/data/vid/20120514/10069677.avi;2012-05-14;07:24:29;111
201324669676;E:/data/vid/20130903/10069676.avi;2013-09-03;04:37:53;110
201123069675;E:/data/vid/20110818/10069675.avi;2011-08-18;10:51:38;64
201213569674;E:/data/vid/20120514/10069674.avi;2012-05-14;10:03:08;117
201336469673;E:/data/vid/20131230/10069673.avi;2013-12-30;21:50:14;61
201301569672;E:/data/vid/20130115/10069672.avi;2013-01-15;12:45:22;62
201309569671;E:/data/vid/20130405/10069671.avi;2013-04-05;19:17:52;130
201224869670;E:/data/vid/20120904/10069670.avi;2012-09-04;00:57:54;111
201135069669;E:/data/vid/20111216/10069669.avi;2011-12-16;08:28:57;146
201326969668;E:/data/vid/20130926/10069668.avi;2013-09-26;03:32:59;124
201209569667;E:/data/vid/20120404/10069667.avi;2012-04-04;04:46:01;96
201222569666;E:/data/vid/20120812/10069666.avi;2012-08-12;17:33:05;113
201210669665;E:/data/vid/20120415/10069665.avi;2012-04-15;15:34:19;69
201333169664;E:/data/vid/20131127/10069664.avi;2013-11-27;01:21:46;62
201214769663;E:/data/vid/20120526/10069663.avi;2012-05-26;17:18:08;65
200932069662;E:/data/vid/20091116/10069662.avi;2009-11-16;18:24:19;101
201136369661;E:/data/vid/20111229/10069661.avi;2011-12-29;23:30:30;93
201128869660;E:/data/vid/20111015/10069660.avi;2011-10-15;19:59:32;108
201020769659;E:/data/vid/20100726/10069659.avi;2010-07-26;00:44:40;83
201022169658;E:/data/vid/20100809/10069658.avi;2010-08-09;16:40:40;90
201133069657;E:/data/vid/20111126/10069657.avi;2011-11-26;21:21:21;94
201110069656;E:/data/vid/20110410/10069656.avi;2011-04-10;02:33:15;117
200927269655;E:/data/vid/20090929/10069655.avi;2009-09-29;05:35:41;81
201100169654;E:/data/vid/20110101/10069654.avi;2011-01-01;15:50:19;90
200923469653;E:/data/vid/20090822/10069653.avi;2009-08-22;20:10:33;122
201022269652;E:/data/vid/20100810/10069652.avi;2010-08-10;18:46:20;98
200930869651;E:/data/vid/20091104/10069651.avi;2009-11-04;07:53:43;108
201113469650;E:/data/vid/20110514/10069650.avi;2011-05-14;10:01:51;120
201133469649;E:/data/vid/20111130/10069649.avi;2011-11-30;11:47:48;101
201128369648;E:/data/vid/20111010/10069648.avi;2011-10-10;15:01:41;61
201032569647;E:/data/vid/20101121/10069647.avi;2010-11-21;10:38:19;89
201130769646;E:/data/vid/20111103/10069646.avi;2011-11-03;13:38:02;38
201004469645;E:/data/vid/20100213/10069645.avi;2010-02-13;11:44:38;70
200928169644;E:/data/vid/20091008/10069644.avi;2009-10-08;17:58:22;89
201007969643;E:/data/vid/20100320/10069643.avi;2010-03-20;21:03:37;122
